Code Acte;Code acte/activité/phase;Libellé long;Code Activité;Code Phase;Code regroupement;Tarif secteur 1 et 2 adhérant à l'OPTAM/OPTAM-CO;Tarif secteur 2 non adhérant à l'OPTAM/OPTAM-CO; Quantité d'actes  ; Base de remboursement  ; Montants remboursés ;Catégorie d'acte;Sous-catégorie d'acte
DGQM001;DGQM00110;Échographie-doppler de l'aorte abdominale, de ses branches viscérales, des artères iliaques et des artères des membres inférieurs;1;0;ADE;76.59 €;76.59 €;371 770;28 221 025.70 €;25 085 676.49 €;Échographie vasculaire (artère, veine);Imagerie Échographie
DGQM002;DGQM00210;Échographie-doppler de l'aorte abdominale, de ses branches viscérales et des artères iliaques;1;0;ADE;75.60 €;75.60 €;87 391;6 259 922.69 €;5 349 101.61 €;Échographie vasculaire (artère, veine);Imagerie Échographie
DGSA001;DGSA00140;Fermeture de fistule aortodigestive ou iliodigestive avec pontage non anatomique de l'aorte abdominale, par abord direct;4;0;ADA;578.14 €;578.14 €;3;1 734.42 €;1 734.42 €;Autres Actes de Chirurgie;Actes chirurgicaux
DGSA001;DGSA00110;Fermeture de fistule aortodigestive ou iliodigestive avec pontage non anatomique de l'aorte abdominale, par abord direct;1;0;ADC;1 820.71 €;1 319.35 €;3;5 110.38 €;5 110.38 €;Autres Actes de Chirurgie;Actes chirurgicaux
DGSA003;DGSA00350;Fermeture d'une fenêtre [fistule] aortopulmonaire, par thoracotomie avec CEC;5;0;ATM;313.50 €;313.50 €;4;1 254.00 €;1 254.00 €;Autres Actes de Chirurgie;Actes chirurgicaux
DGSA003;DGSA00340;Fermeture d'une fenêtre [fistule] aortopulmonaire, par thoracotomie avec CEC;4;0;ADA;573.27 €;573.27 €;4;1 811.82 €;1 811.82 €;Autres Actes de Chirurgie;Actes chirurgicaux
DGSA003;DGSA00310;Fermeture d'une fenêtre [fistule] aortopulmonaire, par thoracotomie avec CEC;1;0;ADC;1 099.66 €;988.92 €;5;4 681.00 €;4 681.00 €;Autres Actes de Chirurgie;Actes chirurgicaux
DGSA004;DGSA00440;Fermeture de fistule aortodigestive ou iliodigestive avec pontage aortoaortique abdominal, par laparotomie;4;0;ADA;578.14 €;578.14 €;3;1 782.57 €;1 782.57 €;Autres Actes de Chirurgie;Actes chirurgicaux
DGSA004;DGSA00410;Fermeture de fistule aortodigestive ou iliodigestive avec pontage aortoaortique abdominal, par laparotomie;1;0;ADC;1 820.71 €;1 319.35 €;3;6 033.62 €;6 033.62 €;Autres Actes de Chirurgie;Actes chirurgicaux
DGSA005;DGSA00540;Hémostase secondaire à un acte sur l'aorte abdominale ou ses branches, par laparotomie;4;0;ADA;262.38 €;262.38 €;65;16 827.09 €;16 827.09 €;Autres Actes de Chirurgie;Actes chirurgicaux
DGSA005;DGSA00510;Hémostase secondaire à un acte sur l'aorte abdominale ou ses branches, par laparotomie;1;0;ADC;423.98 €;316.14 €;73;28 433.92 €;28 423.92 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHAF001;DHAF00140;Dilatation intraluminale de la veine cave supérieure avec pose d'endoprothèse, par voie veineuse transcutanée;4;0;ADA;94.05 €;94.05 €;78;7 474.55 €;7 474.55 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHAF001;DHAF00110;Dilatation intraluminale de la veine cave supérieure avec pose d'endoprothèse, par voie veineuse transcutanée;1;0;ATM;313.50 €;313.50 €;114;33 995.44 €;33 995.44 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHAF002;DHAF00210;Dilatation intraluminale de la veine cave inférieure sans pose d'endoprothèse, par voie veineuse transcutanée;1;0;ATM;313.50 €;313.50 €;9;2 562.16 €;2 562.16 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHAF003;DHAF00310;Dilatation intraluminale de la veine cave supérieure sans pose d'endoprothèse, par voie veineuse transcutanée;1;0;ATM;313.50 €;313.50 €;179;54 427.22 €;54 093.34 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHAF004;DHAF00440;Dilatation intraluminale de la veine cave inférieure avec pose d'endoprothèse, par voie veineuse transcutanée;4;0;ADA;94.05 €;94.05 €;16;1 342.10 €;1 342.10 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHAF004;DHAF00410;Dilatation intraluminale de la veine cave inférieure avec pose d'endoprothèse, par voie veineuse transcutanée;1;0;ATM;313.50 €;313.50 €;24;6 998.13 €;6 998.13 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHCA001;DHCA00140;Suture de plaie de la veine cave inférieure rétrohépatique ou suprahépatique, ou des veines hépatiques, par laparotomie;4;0;ADA;438.56 €;438.56 €;72;27 376.87 €;27 376.87 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHCA001;DHCA00110;Suture de plaie de la veine cave inférieure rétrohépatique ou suprahépatique, ou des veines hépatiques, par laparotomie;1;0;ADC;942.26 €;765.96 €;76;63 835.17 €;63 835.17 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHCA002;DHCA00240;Pontage de la veine brachiocéphalique ou de la veine cave supérieure, par thoracotomie;4;0;ADA;460.15 €;460.15 €;2;920.30 €;920.30 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHCA002;DHCA00210;Pontage de la veine brachiocéphalique ou de la veine cave supérieure, par thoracotomie;1;0;ADC;941.55 €;809.44 €;4;3 345.65 €;3 345.65 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHCA003;DHCA00340;Suture de plaie de la veine brachiocéphalique ou de la veine cave supérieure, par thoracotomie;4;0;ADA;343.99 €;343.99 €;17;3 657.96 €;3 657.96 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHCA003;DHCA00310;Suture de plaie de la veine brachiocéphalique ou de la veine cave supérieure, par thoracotomie;1;0;ADC;689.15 €;619.15 €;30;22 010.60 €;22 010.60 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHCA004;DHCA00410;Pontage veineux ilio-iliaque ou iliocave, par laparotomie;1;0;ADC;579.25 €;555.42 €;2;1 025.28 €;1 025.28 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHFA001;DHFA00140;Résection de la veine cave inférieure suprarénale rétrohépatique et/ou suprahépatique avec reconstruction, par laparotomie;4;0;ADA;492.81 €;492.81 €;5;1 779.05 €;1 779.05 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHFA001;DHFA00110;Résection de la veine cave inférieure suprarénale rétrohépatique et/ou suprahépatique avec reconstruction, par laparotomie;1;0;ADC;1 454.16 €;1 062.86 €;14;19 708.65 €;19 708.65 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHFA002;DHFA00240;Résection de la veine cave inférieure infrarénale sans reconstruction, par laparotomie;4;0;ADA;240.39 €;240.39 €;13;2 508.96 €;2 508.96 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHFA002;DHFA00210;Résection de la veine cave inférieure infrarénale sans reconstruction, par laparotomie;1;0;ADC;740.20 €;499.54 €;16;8 699.49 €;8 689.49 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHFA003;DHFA00340;Thrombectomie des veines iliaques et/ou de la veine cave inférieure, par laparotomie;4;0;ADA;302.90 €;302.90 €;6;1 890.70 €;1 890.70 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHFA003;DHFA00310;Thrombectomie des veines iliaques et/ou de la veine cave inférieure, par laparotomie;1;0;ADC;606.90 €;536.34 €;7;4 400.72 €;4 400.72 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHFA004;DHFA00440;Résection de la veine cave inférieure suprarénale infrahépatique sans reconstruction, par laparotomie;4;0;ADA;305.63 €;305.63 €;5;1 303.60 €;1 303.60 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHFA004;DHFA00410;Résection de la veine cave inférieure suprarénale infrahépatique sans reconstruction, par laparotomie;1;0;ADC;962.82 €;628.67 €;6;5 813.22 €;5 813.22 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHFA005;DHFA00540;Résection de la veine cave inférieure suprarénale rétrohépatique et/ou suprahépatique sans reconstruction, par laparotomie;4;0;ADA;342.65 €;342.65 €;6;1 087.37 €;1 087.37 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHFA005;DHFA00510;Résection de la veine cave inférieure suprarénale rétrohépatique et/ou suprahépatique sans reconstruction, par laparotomie;1;0;ADC;1 111.00 €;714.60 €;7;6 468.81 €;6 468.81 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHFA006;DHFA00640;Résection de la veine cave inférieure suprarénale infrahépatique avec reconstruction, par laparotomie;4;0;ADA;444.06 €;444.06 €;4;1 585.29 €;1 585.29 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHFA006;DHFA00610;Résection de la veine cave inférieure suprarénale infrahépatique avec reconstruction, par laparotomie;1;0;ADC;1 260.60 €;950.60 €;8;9 722.57 €;9 722.57 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHFA007;DHFA00740;Résection de la veine cave inférieure infrarénale avec reconstruction, par laparotomie;4;0;ADA;370.38 €;370.38 €;21;7 229.23 €;7 229.23 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHFA007;DHFA00710;Résection de la veine cave inférieure infrarénale avec reconstruction, par laparotomie;1;0;ADC;969.91 €;782.00 €;23;22 685.83 €;22 685.83 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHGA002;DHGA00240;Ablation d'un filtre de la veine cave inférieure avec reconstruction de la veine, par laparotomie;4;0;ADA;230.72 €;230.72 €;1;239.95 €;239.95 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHGA002;DHGA00210;Ablation d'un filtre de la veine cave inférieure avec reconstruction de la veine, par laparotomie;1;0;ADC;1 011.74 €;806.26 €;1;858.67 €;858.67 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHGF001;DHGF00140;Ablation d'un filtre temporaire de la veine cave inférieure, par voie veineuse transcutanée;4;0;ADA;94.05 €;94.05 €;18;1 702.72 €;1 702.72 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHGF001;DHGF00110;Ablation d'un filtre temporaire de la veine cave inférieure, par voie veineuse transcutanée;1;0;ATM;209.00 €;209.00 €;29;5 956.50 €;5 956.50 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHLF001;DHLF00110;Pose d'un cathéter épicutanéocave, par voie transcutanée;1;0;ATM;  ;  ;2; -   € ; -   € ;Pose ou ablation de cathéter /système diffuseur;Actes chirurgicaux
DHNF001;DHNF00140;Thrombolyse mécanique ou thromboaspiration de la veine cave supérieure, par voie veineuse transcutanée;4;0;ADA;94.05 €;94.05 €;5;394.07 €;394.07 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHNF001;DHNF00110;Thrombolyse mécanique ou thromboaspiration de la veine cave supérieure, par voie veineuse transcutanée;1;0;ATM;261.25 €;261.25 €;13;2 500.97 €;2 482.97 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHNF002;DHNF00240;Fibrinolyse in situ fémoro-ilio-cave, par voie veineuse transcutanée;4;0;ADA;94.05 €;94.05 €;3;237.01 €;237.01 €;Radiologie vasculaire;Imagerie Autre Imagerie
DHNF002;DHNF00210;Fibrinolyse in situ fémoro-ilio-cave, par voie veineuse transcutanée;1;0;ATM;366.11 €;209.00 €;8;2 379.73 €;2 379.73 €;Radiologie vasculaire;Imagerie Autre Imagerie
DHNF003;DHNF00340;Thrombolyse mécanique ou thromboaspiration de la veine cave inférieure, par voie veineuse transcutanée;4;0;ADA;94.05 €;94.05 €; -     ;  ;  ;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHNF003;DHNF00310;Thrombolyse mécanique ou thromboaspiration de la veine cave inférieure, par voie veineuse transcutanée;1;0;ATM;329.77 €;209.00 €;3;599.15 €;599.15 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHNF004;DHNF00440;Fibrinolyse in situ de la veine cave inférieure, par voie veineuse transcutanée;4;0;ADA;94.05 €;94.05 €;1;97.81 €;97.81 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHNF004;DHNF00410;Fibrinolyse in situ de la veine cave inférieure, par voie veineuse transcutanée;1;0;ATM;366.11 €;209.00 €;2;418.00 €;418.00 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHNF005;DHNF00540;Fibrinolyse in situ de la veine cave supérieure, par voie veineuse transcutanée;4;0;ADA;94.05 €;94.05 €;2;188.10 €;188.10 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHNF005;DHNF00510;Fibrinolyse in situ de la veine cave supérieure, par voie veineuse transcutanée;1;0;ATM;209.00 €;209.00 €;3;418.00 €;418.00 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHNF006;DHNF00640;Fibrinolyse in situ fémoro-ilio-cave avec oblitération partielle de la veine cave inférieure [pose d'un filtre cave], par voie veineuse transcutanée;4;0;ADA;135.85 €;135.85 €;7;975.39 €;975.39 €;Radiologie vasculaire;Imagerie Autre Imagerie
DHNF006;DHNF00610;Fibrinolyse in situ fémoro-ilio-cave avec oblitération partielle de la veine cave inférieure [pose d'un filtre cave], par voie veineuse transcutanée;1;0;ATM;292.60 €;292.60 €;9;2 601.95 €;2 601.95 €;Radiologie vasculaire;Imagerie Autre Imagerie
DHPA001;DHPA00140;Désobstruction de la veine cave supérieure, par thoracotomie;4;0;ADA;364.88 €;364.88 €;1;387.88 €;387.88 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHPA001;DHPA00110;Désobstruction de la veine cave supérieure, par thoracotomie;1;0;ADC;655.12 €;599.41 €;11;2 150.25 €;2 136.42 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHPF002;DHPF00240;Recanalisation de la veine cave supérieure avec pose d'endoprothèse, par voie veineuse transcutanée;4;0;ADA;94.05 €;94.05 €;32;2 912.12 €;2 912.12 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHPF002;DHPF00210;Recanalisation de la veine cave supérieure avec pose d'endoprothèse, par voie veineuse transcutanée;1;0;ATM;313.50 €;313.50 €;39;11 599.50 €;11 589.50 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHPF003;DHPF00340;Recanalisation de la veine cave inférieure sans pose d'endoprothèse, par voie veineuse transcutanée;4;0;ADA;94.05 €;94.05 €;1;48.91 €;48.91 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHPF003;DHPF00310;Recanalisation de la veine cave inférieure sans pose d'endoprothèse, par voie veineuse transcutanée;1;0;ATM;355.30 €;355.30 €;2;532.95 €;532.95 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHQH001;DHQH00110;Phlébographie sélective de plusieurs branches des veines iliaques communes et/ou de la veine cave inférieure, par voie veineuse transcutanée;1;0;ADI;86.40 €;86.40 €;150;11 353.37 €;10 421.36 €;Radiologie vasculaire;Imagerie Autre Imagerie
DHQH002;DHQH00210;Phlébographie de la veine cave inférieure [Cavographie inférieure], par voie veineuse transcutanée;1;0;ADI;86.40 €;86.40 €;204;12 512.52 €;12 403.44 €;Radiologie vasculaire;Imagerie Autre Imagerie
DHQH003;DHQH00310;Phlébographie de la veine cave supérieure [Cavographie supérieure], par injection intraveineuse transcutanée;1;0;ADI;86.40 €;86.40 €;4 301;290 196.73 €;287 189.16 €;Radiologie vasculaire;Imagerie Autre Imagerie
DHQH004;DHQH00410;Phlébographie sélective d'une branche de la veine iliaque commune ou de la veine cave inférieure, par voie veineuse transcutanée;1;0;ADI;86.40 €;86.40 €;94;5 378.40 €;5 053.04 €;Radiologie vasculaire;Imagerie Autre Imagerie
DHQH005;DHQH00510;Phlébographie des veines iliaque et cave inférieure [Iliocavographie], par injection intraveineuse transcutanée fémorale unilatérale ou bilatérale;1;0;ADI;86.40 €;86.40 €;138;8 100.00 €;7 741.44 €;Radiologie vasculaire;Imagerie Autre Imagerie
DHQH006;DHQH00610;Phlébographie globale de la veine cave supérieure [Cavographie supérieure], par voie veineuse transcutanée;1;0;ADI;86.40 €;86.40 €;1 271;75 196.70 €;74 397.50 €;Radiologie vasculaire;Imagerie Autre Imagerie
DHQH007;DHQH00710;Phlébographie hypersélective d'une branche de la veine iliaque commune ou de la veine cave inférieure, par voie veineuse transcutanée;1;0;ADI;192.00 €;192.00 €;2 066;265 450.90 €;265 344.90 €;Radiologie vasculaire;Imagerie Autre Imagerie
DHQM001;DHQM00110;Échographie-doppler transthoracique de la veine cave supérieure et de ses affluents chez l'enfant;1;0;ADE;69.93 €;69.93 €;817;29 472.51 €;22 177.65 €;Échographie vasculaire (artère, veine);Imagerie Échographie
DHQM002;DHQM00210;Échographie-doppler de la veine cave inférieure et de ses affluents;1;0;ADE;69.93 €;69.93 €;10 594;489 139.46 €;390 707.11 €;Échographie vasculaire (artère, veine);Imagerie Échographie
DHSA001;DHSA00140;Oblitération partielle de la veine cave inférieure, par laparotomie;4;0;ADA;160.48 €;160.48 €;1;103.24 €;103.24 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHSA001;DHSA00110;Oblitération partielle de la veine cave inférieure, par laparotomie;1;0;ADC;285.02 €;235.53 €;1;360.55 €;360.55 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHSA002;DHSA00240;Ligature de la veine cave inférieure et/ou de l'une de ses branches viscérales, par laparotomie;4;0;ADA;175.87 €;175.87 €;42;3 938.34 €;3 938.34 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHSA002;DHSA00210;Ligature de la veine cave inférieure et/ou de l'une de ses branches viscérales, par laparotomie;1;0;ADC;339.61 €;267.20 €;48;11 542.57 €;11 542.57 €;Autres Actes de Chirurgie;Actes chirurgicaux
DHSF001;DHSF00110;Oblitération partielle temporaire de la veine cave inférieure, par voie veineuse transcutanée;1;0;ATM;167.20 €;167.20 €;114;20 089.14 €;20 089.14 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DHSF002;DHSF00210;Oblitération partielle définitive de la veine cave inférieure, par voie veineuse transcutanée;1;0;ATM;167.20 €;167.20 €;127;22 403.90 €;22 385.90 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DKMD001;DKMD00110;Ressuscitation cardiorespiratoire avec intubation trachéale, en dehors d'un bloc médicotechnique;1;0;ATM;  ;  ;24; -   € ; -   € ;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DKMD002;DKMD00210;Ressuscitation cardiorespiratoire avec intubation trachéale, dans un bloc médicotechnique;1;0;ATM;  ;  ; -     ;  ;  ;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DKRP001;DKRP00110;Séance de réentraînement cardiaque et/ou vasculaire progressif à l'effort sur machine et à la réalisation de tâches de la vie quotidienne;1;0;ATM;28.80 €;28.80 €;15 143;435 151.50 €;408 392.43 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DKRP002;DKRP00210;Séance de réentraînement cardiaque et/ou vasculaire progressif à l'effort sur machine, à la réalisation de tâches de la vie quotidienne et à l'activité sportive collective;1;0;ATM;28.80 €;28.80 €;6 756;194 473.54 €;186 010.60 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DKRP003;DKRP00310;Séance de réentraînement cardiaque et/ou vasculaire progressif à l'effort sur machine et à l'activité sportive collective;1;0;ATM;28.80 €;28.80 €;9 321;266 029.79 €;256 171.77 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DKRP004;DKRP00410;Épreuve d'effort sur tapis roulant ou bicyclette ergométrique, avec électrocardiographie discontinue;1;0;ATM;76.80 €;76.80 €;1 036 202;78 859 469.44 €;65 841 823.73 €;Épreuve d'effort cardiaque;Actes techniques médicaux diagnostiques
DKRP005;DKRP00510;Séance de réentraînement d'un insuffisant cardiaque à l'effort sur machine;1;0;ATM;28.80 €;28.80 €;2 849;81 922.26 €;79 397.58 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
DZEA001;DZEA00110;Transplantation itérative du coeur, par thoracotomie avec CEC;1;0;ADC;  ;  ; -     ;  ;  ;Autres Actes de Chirurgie;Actes chirurgicaux
DZEA002;DZEA00210;Transplantation orthotopique du coeur, par thoracotomie avec CEC;1;0;ADC;  ;  ; -     ;  ;  ;Autres Actes de Chirurgie;Actes chirurgicaux
DZFA001;DZFA00110;Prélèvement du coeur, au cours d'un prélèvement multiorgane sur un sujet en état de mort encéphalique;1;0;ADC;  ;  ;3; -   € ; -   € ;Autres Actes de Chirurgie;Actes chirurgicaux
DZFA002;DZFA00210;Prélèvement du coeur pour préparation de greffe orificielle, au cours d'un prélèvement multiorgane sur un sujet en état de mort encéphalique;1;0;ADC;  ;  ;12;19.72 €; -   € ;Autres Actes de Chirurgie;Actes chirurgicaux
DZFA003;DZFA00310;Prélèvement du bloc coeur-poumons, au cours d'un prélèvement multiorgane sur un sujet en état de mort encéphalique;1;0;ADC;  ;  ;1; -   € ; -   € ;Autres Actes de Chirurgie;Actes chirurgicaux
DZFA004;DZFA00410;Exérèse d'un greffon de transplantation du coeur avec pose d'une assistance circulatoire mécanique biventriculaire interne, par thoracotomie avec CEC;1;0;ADC;  ;  ;5;133.18 €; -   € ;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA001;DZMA00150;Réparation d'une malposition des gros vaisseaux avec communication interventriculaire, sans conduit extracardiaque ni mobilisation de l'artère pulmonaire, par thoracotomie avec CEC;5;0;ATM;333.70 €;313.50 €;5;1 668.50 €;1 668.50 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA001;DZMA00140;Réparation d'une malposition des gros vaisseaux avec communication interventriculaire, sans conduit extracardiaque ni mobilisation de l'artère pulmonaire, par thoracotomie avec CEC;4;0;ADA;605.16 €;605.16 €;5;3 140.80 €;3 140.80 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA001;DZMA00110;Réparation d'une malposition des gros vaisseaux avec communication interventriculaire, sans conduit extracardiaque ni mobilisation de l'artère pulmonaire, par thoracotomie avec CEC;1;0;ADC;2 085.17 €;1 692.19 €;21;22 105.19 €;22 105.19 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA002;DZMA00250;Réparation anatomique de la discordance atrioventriculaire et de la transposition ou malposition des gros vaisseaux avec communication interventriculaire et sténose pulmonaire à l'étage ventriculaire et atrial, par thoracotomie avec CEC;5;0;ATM;313.50 €;313.50 €;1;313.50 €;313.50 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA002;DZMA00240;Réparation anatomique de la discordance atrioventriculaire et de la transposition ou malposition des gros vaisseaux avec communication interventriculaire et sténose pulmonaire à l'étage ventriculaire et atrial, par thoracotomie avec CEC;4;0;ADA;715.50 €;715.50 €;1;738.50 €;738.50 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA002;DZMA00210;Réparation anatomique de la discordance atrioventriculaire et de la transposition ou malposition des gros vaisseaux avec communication interventriculaire et sténose pulmonaire à l'étage ventriculaire et atrial, par thoracotomie avec CEC;1;0;ADC;1 857.08 €;1 857.08 €;1;2 191.35 €;2 191.35 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA003;DZMA00350;Réparation anatomique à l'étage artériel et atrial de la discordance atrioventriculaire et de la transposition ou malposition des gros vaisseaux avec communication interventriculaire, par thoracotomie avec CEC;5;0;ATM;313.50 €;313.50 €; -     ;  ;  ;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA003;DZMA00340;Réparation anatomique à l'étage artériel et atrial de la discordance atrioventriculaire et de la transposition ou malposition des gros vaisseaux avec communication interventriculaire, par thoracotomie avec CEC;4;0;ADA;715.50 €;715.50 €; -     ;  ;  ;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA003;DZMA00310;Réparation anatomique à l'étage artériel et atrial de la discordance atrioventriculaire et de la transposition ou malposition des gros vaisseaux avec communication interventriculaire, par thoracotomie avec CEC;1;0;ADC;1 857.08 €;1 857.08 €; -     ;  ;  ;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA004;DZMA00450;Réparation à l'étage artériel d'une transposition ou d'une malposition des gros vaisseaux avec fermeture d'une communication interventriculaire, par thoracotomie avec CEC;5;0;ATM;333.70 €;313.50 €;5;1 668.50 €;1 668.50 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA004;DZMA00440;Réparation à l'étage artériel d'une transposition ou d'une malposition des gros vaisseaux avec fermeture d'une communication interventriculaire, par thoracotomie avec CEC;4;0;ADA;647.32 €;647.32 €;5;3 351.60 €;3 351.60 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA004;DZMA00410;Réparation à l'étage artériel d'une transposition ou d'une malposition des gros vaisseaux avec fermeture d'une communication interventriculaire, par thoracotomie avec CEC;1;0;ADC;2 212.08 €;1 765.80 €;22;41 298.39 €;41 298.39 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA005;DZMA00550;Réparation de la tétralogie de Fallot sans section de l'anneau pulmonaire, par thoracotomie avec CEC;5;0;ATM;333.70 €;313.50 €;14;4 671.80 €;4 338.10 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA005;DZMA00540;Réparation de la tétralogie de Fallot sans section de l'anneau pulmonaire, par thoracotomie avec CEC;4;0;ADA;601.50 €;601.50 €;14;8 720.00 €;8 118.50 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA005;DZMA00510;Réparation de la tétralogie de Fallot sans section de l'anneau pulmonaire, par thoracotomie avec CEC;1;0;ADC;1 499.54 €;1 352.52 €;31;49 711.72 €;49 711.72 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA006;DZMA00610;Réparation à l'étage atrial d'une transposition ou d'une malposition des gros vaisseaux avec fermeture d'une communication interventriculaire, par thoracotomie avec CEC;1;0;ADC;2 088.71 €;1 606.46 €;2;923.23 €;923.23 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA007;DZMA00750;Réparation à l'étage artériel de la transposition des gros vaisseaux, par thoracotomie avec CEC;5;0;ATM;333.70 €;313.50 €;17;5 672.90 €;5 672.90 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA007;DZMA00740;Réparation à l'étage artériel de la transposition des gros vaisseaux, par thoracotomie avec CEC;4;0;ADA;621.29 €;621.29 €;17;10 929.93 €;10 929.93 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA007;DZMA00710;Réparation à l'étage artériel de la transposition des gros vaisseaux, par thoracotomie avec CEC;1;0;ADC;2 031.29 €;1 660.94 €;33;68 358.64 €;68 358.64 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA009;DZMA00950;Réparation du tronc artériel commun [truncus arteriosus], par thoracotomie avec CEC;5;0;ATM;333.70 €;313.50 €;3;980.90 €;980.90 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA009;DZMA00940;Réparation du tronc artériel commun [truncus arteriosus], par thoracotomie avec CEC;4;0;ADA;683.97 €;683.97 €;2;1 413.94 €;1 413.94 €;Autres Actes de Chirurgie;Actes chirurgicaux
DZMA009;DZMA00910;Réparation du tronc artériel commun [truncus arteriosus], par thoracotomie avec CEC;1;0;ADC;1 958.26 €;1 618.58 €;6;12 120.45 €;12 120.45 €;Autres Actes de Chirurgie;Actes chirurgicaux
